Time[s],Acceletarion-X[m/s],Acceletarion-Y[m/s],Acceleration-Z[m/s],Pitch,Roll,Yaw
50.900000,0.001609,-0.002738,-0.993326,-0.013007,0.022848,-0.010915
50.950000,-0.000059,-0.001576,-0.989880,-0.005766,0.010209,0.001274
51.000000,0.000505,-0.001416,-0.990099,-0.004233,0.008169,0.002237
51.050000,0.000480,-0.000831,-0.990104,-0.002648,0.005367,0.003101
51.100000,0.000970,-0.000756,-0.990714,-0.000538,0.001538,0.000811
51.150000,0.001217,-0.000521,-0.990865,-0.000229,0.000815,0.000113
51.200000,0.001103,-0.000526,-0.991100,-0.000472,0.000524,-0.000029
51.250000,0.001140,-0.000643,-0.991099,-0.000330,0.000854,0.000022
51.300000,0.001100,-0.000643,-0.991100,0.000207,0.000756,-0.000019
51.350000,0.000980,-0.000526,-0.990911,-0.000228,0.000132,-0.000209
51.400000,0.001030,-0.000453,-0.991337,-0.000379,-0.000012,-0.000069
51.450000,0.001269,-0.000334,-0.991293,-0.000228,0.000078,-0.000296
51.500000,0.001302,-0.000330,-0.991019,0.000404,0.000842,-0.000191
51.550000,0.001066,-0.000294,-0.991065,-0.000470,0.000127,-0.000292
51.600000,0.001223,-0.000171,-0.990828,-0.000281,-0.000298,-0.000015
51.650000,0.001024,-0.000172,-0.990756,-0.000480,-0.000106,0.000127
51.700000,0.001100,-0.000249,-0.990753,-0.000761,0.000462,-0.000284
51.750000,0.001144,-0.000250,-0.990907,-0.001041,0.000506,-0.000745
51.800000,0.001138,-0.000285,-0.990635,-0.001095,0.000651,-0.000511
51.850000,0.001183,-0.000209,-0.990828,-0.001477,0.000697,-0.000788
51.900000,0.001063,-0.000210,-0.990754,-0.001622,0.000840,-0.000785
51.950000,0.001066,-0.000092,-0.990754,-0.001860,0.000553,-0.000972
52.000000,0.001102,-0.000049,-0.990520,-0.001911,0.000936,-0.000874
52.050000,0.001297,0.000115,-0.990165,-0.001916,0.000891,-0.000641
52.100000,0.001454,0.000037,-0.990238,-0.002299,0.001079,-0.000870
52.150000,0.001417,-0.000004,-0.990394,-0.002209,0.000893,-0.000545
52.200000,0.001425,-0.000089,-0.990861,-0.001760,0.000939,-0.000864
52.250000,0.001586,0.000069,-0.990858,-0.001662,0.000321,-0.000820
52.300000,0.001707,0.000108,-0.990933,-0.001378,0.000470,-0.000396
52.350000,0.001666,0.000029,-0.990972,-0.001276,0.000472,-0.000437
52.400000,0.001541,0.000032,-0.990703,-0.001045,0.001098,0.000130
52.450000,0.001660,0.000073,-0.990623,-0.000789,0.001431,-0.000184
52.500000,0.001779,0.000233,-0.990466,-0.000836,0.001006,-0.000089
52.550000,0.001824,0.000349,-0.990620,-0.000939,0.001392,0.000243
52.600000,0.001827,0.000347,-0.990775,-0.000792,0.001680,0.000343
52.650000,0.001902,0.000510,-0.990347,-0.000694,0.001731,0.000488
52.700000,0.001786,0.000587,-0.990428,-0.000497,0.002306,0.000592
52.750000,0.001753,0.000582,-0.990702,-0.000591,0.001975,0.000641
52.800000,0.001752,0.000464,-0.990779,-0.000050,0.001788,0.000694
52.850000,0.001866,0.000150,-0.990930,-0.000132,0.001692,0.000328
52.900000,0.001987,0.000111,-0.991042,-0.000174,0.001742,0.000288
52.950000,0.001866,0.000032,-0.991044,-0.000074,0.001222,0.000429
53.000000,0.001983,0.000153,-0.990809,-0.000263,0.000939,0.000478
53.050000,0.002222,0.000154,-0.990881,-0.000203,0.000797,0.000299
53.100000,0.001566,0.000573,-0.991213,0.000549,0.003602,-0.005727
53.150000,0.001878,0.000620,-0.990894,0.002250,0.006544,-0.012533
53.200000,0.002452,0.000203,-0.990409,0.002412,0.010827,-0.012949
53.250000,0.003448,0.000052,-0.990848,0.001086,0.019494,-0.012546
53.300000,0.004757,-0.000094,-0.991123,0.000834,0.030161,-0.012212
53.350000,0.006425,0.000042,-0.991118,0.000392,0.041636,-0.012057
53.400000,0.009153,-0.000081,-0.990966,0.000727,0.062487,-0.011998
53.450000,0.014014,-0.000255,-0.990485,0.000996,0.103219,-0.013609
53.500000,0.021183,-0.000447,-0.990408,0.002843,0.153799,-0.016048
53.550000,0.032776,-0.001308,-0.988458,0.008399,0.224733,-0.020876
53.600000,0.046561,-0.001237,-0.985951,0.013372,0.316871,-0.033566
53.650000,0.067855,-0.003492,-0.979377,0.023149,0.410261,-0.050800
53.700000,0.092595,-0.003348,-0.971757,0.033103,0.492633,-0.065265
53.750000,0.118823,-0.003586,-0.961839,0.035691,0.558608,-0.075801
53.800000,0.148798,-0.003782,-0.949100,0.031460,0.628298,-0.079632
53.850000,0.178811,-0.003394,-0.933681,0.026332,0.670137,-0.083953
53.900000,0.210902,-0.002080,-0.918019,0.020304,0.719533,-0.089459
53.950000,0.245017,-0.001607,-0.899691,0.014307,0.791446,-0.083933
54.000000,0.280653,-0.001564,-0.876888,0.011544,0.862789,-0.078903
54.050000,0.316227,-0.001614,-0.855058,0.000192,0.924047,-0.071791
54.100000,0.355115,-0.001513,-0.824743,-0.000998,1.022497,-0.069700
54.150000,0.395131,-0.001121,-0.791213,-0.004781,1.113187,-0.067185
54.200000,0.435402,-0.001096,-0.753280,-0.002356,1.199363,-0.064954
54.250000,0.475562,-0.000549,-0.711428,-0.003017,1.272720,-0.063828
54.300000,0.514515,-0.000099,-0.667003,-0.004315,1.330528,-0.060442
54.350000,0.554064,-0.000624,-0.619950,-0.004454,1.359251,-0.052270
54.400000,0.593314,0.000676,-0.573579,0.000077,1.349455,-0.046272
54.450000,0.632044,0.000941,-0.528148,-0.000282,1.342841,-0.045456
54.500000,0.670735,0.001126,-0.482795,0.001043,1.328180,-0.045398
54.550000,0.709026,0.001031,-0.437567,0.001272,1.312080,-0.046284
54.600000,0.747211,0.001046,-0.392887,0.001781,1.295652,-0.046709
54.650000,0.784219,0.001318,-0.348435,0.001396,1.275801,-0.046477
54.700000,0.818917,0.001451,-0.303693,0.001023,1.239261,-0.044452
54.750000,0.851436,0.001598,-0.259010,-0.000498,1.191781,-0.041237
54.800000,0.879562,0.002339,-0.215927,-0.006417,1.119315,-0.037162
54.850000,0.905462,0.002225,-0.173519,-0.011427,1.026125,-0.024663
54.900000,0.923929,0.004280,-0.135214,-0.021248,0.932211,-0.007385
54.950000,0.938875,0.004052,-0.097958,-0.031752,0.848414,0.007807
55.000000,0.952495,0.004245,-0.063189,-0.034295,0.781107,0.018657
55.050000,0.962251,0.004473,-0.031285,-0.030083,0.710327,0.023358
55.100000,0.971965,0.003960,-0.002020,-0.025002,0.669104,0.027731
55.150000,0.979363,0.002520,0.027033,-0.018640,0.620137,0.033614
55.200000,0.984858,0.002039,0.053423,-0.012692,0.548126,0.028179
55.250000,0.989144,0.001996,0.075619,-0.010023,0.478588,0.023073
55.300000,0.993341,0.002197,0.098588,0.001376,0.417133,0.016097
55.350000,0.994107,0.002125,0.112876,0.002710,0.317917,0.014137
55.400000,0.993942,0.001726,0.123954,0.006392,0.227125,0.011757
55.450000,0.993367,0.001769,0.130546,0.004164,0.141180,0.009528
55.500000,0.992899,0.001176,0.133259,0.004956,0.067773,0.008956
55.550000,0.993353,0.000638,0.133663,0.006346,0.011006,0.005763
55.600000,0.994063,0.000464,0.131740,0.005678,-0.019999,0.004088
55.650000,0.994350,-0.000928,0.129697,-0.000154,-0.014198,0.004847
55.700000,0.994648,-0.001138,0.128462,0.000285,-0.011916,0.004776
55.750000,0.994659,-0.001224,0.127880,0.000159,-0.007454,0.003889
55.800000,0.994588,-0.001270,0.127410,0.000095,-0.002694,0.004300
55.850000,0.994312,-0.001273,0.127363,0.000319,0.003829,0.004868
55.900000,0.994297,-0.001622,0.127676,0.000429,0.002012,0.004434
55.950000,0.994225,-0.001826,0.127171,-0.001265,-0.004043,0.004045
56.000000,0.994196,-0.001912,0.126625,-0.002713,-0.011240,0.003600
56.050000,0.994132,-0.002042,0.125770,-0.003028,-0.010714,0.004388
56.100000,0.994217,-0.002203,0.125384,-0.002982,-0.007196,0.004419
56.150000,0.994189,-0.002211,0.124761,-0.002690,-0.004106,0.004354
56.200000,0.994274,-0.002413,0.124260,-0.001702,-0.000830,0.003787
56.250000,0.993844,-0.002501,0.123898,-0.001978,0.000873,0.003105
56.300000,0.993922,-0.002659,0.123786,-0.001859,0.002431,0.002239
56.350000,0.994008,-0.002740,0.123438,-0.001815,0.001711,0.002416
56.400000,0.994210,-0.002899,0.123095,-0.001859,0.002414,0.002188
56.450000,0.994373,-0.002939,0.122867,-0.001851,0.002831,0.001865
56.500000,0.994462,-0.003065,0.122210,-0.001803,0.001348,0.001896
56.550000,0.994505,-0.003306,0.121785,-0.001427,0.002681,0.002372
56.600000,0.994628,-0.003267,0.121633,-0.001430,0.005247,0.002394
56.650000,0.994425,-0.003504,0.121591,-0.001287,0.006195,0.002494
56.700000,0.994508,-0.003585,0.121360,-0.001207,0.006720,0.003100
56.750000,0.994586,-0.003782,0.121209,-0.001142,0.007519,0.002458
56.800000,0.994629,-0.003945,0.120823,-0.000987,0.005894,0.002165
56.850000,0.994759,-0.003832,0.120436,-0.000928,0.005267,0.001788
56.900000,0.994798,-0.003831,0.120476,-0.000923,0.006926,0.001524
56.950000,0.995078,-0.003789,0.120444,-0.001210,0.008203,0.001255
57.000000,0.994995,-0.004066,0.120288,-0.000815,0.009764,0.001038
57.050000,0.995107,-0.004140,0.120486,-0.000621,0.011136,0.001003
57.100000,0.995023,-0.004218,0.120602,-0.000653,0.010024,0.000388
57.150000,0.994869,-0.004064,0.120519,-0.000410,0.011440,0.000353
57.200000,0.995225,-0.003900,0.120721,0.001345,0.012954,0.000328
57.250000,0.995220,-0.003777,0.121109,0.002471,0.016935,0.000089
57.300000,0.995372,-0.003573,0.121617,0.003351,0.018300,-0.000036
57.350000,0.995485,-0.003450,0.121970,0.003105,0.015761,0.000075
57.400000,0.995633,-0.003560,0.122364,0.002667,0.011028,0.000117
57.450000,0.995635,-0.003322,0.122557,0.001989,0.008672,-0.000051
57.500000,0.995833,-0.003239,0.122679,0.002182,0.006463,0.000065
57.550000,0.995751,-0.003278,0.122715,0.002193,0.003816,-0.000287
57.600000,0.996147,-0.003115,0.122881,0.002360,0.000408,-0.001015
57.650000,0.996194,-0.003039,0.122649,0.001869,-0.003278,-0.000823
57.700000,0.996437,-0.003398,0.121957,0.001039,-0.004922,-0.000754
57.750000,0.996211,-0.003329,0.121446,0.000494,-0.005564,-0.000443
57.800000,0.996180,-0.003216,0.121212,0.000222,-0.006025,-0.001239
57.850000,0.996068,-0.003262,0.120820,-0.000171,-0.006675,-0.001113
57.900000,0.996286,-0.002914,0.120317,-0.000147,-0.006381,-0.002040
57.950000,0.996293,-0.002919,0.119968,0.000011,-0.006988,-0.002465
58.000000,0.996343,-0.002845,0.119579,0.000486,-0.005069,-0.002079
58.050000,0.996395,-0.002534,0.119345,0.000144,-0.004726,-0.002082
58.100000,0.996360,-0.002338,0.119343,0.000346,-0.004337,-0.002359
58.150000,0.996371,-0.002385,0.118760,0.000402,-0.006614,-0.002615
58.200000,0.996392,-0.002119,0.118098,-0.000177,-0.009845,-0.002837
58.250000,0.996324,-0.001890,0.117745,-0.000609,-0.015070,-0.002983
58.300000,0.996426,-0.001745,0.116854,-0.002297,-0.024730,-0.003546
58.350000,0.996742,-0.001726,0.115074,-0.007937,-0.040390,-0.003953
58.400000,0.996862,-0.001736,0.111345,-0.016392,-0.062913,-0.004762
58.450000,0.997014,-0.001529,0.106257,-0.024694,-0.087104,-0.005817
58.500000,0.997343,-0.001650,0.099931,-0.025168,-0.120406,-0.005568
58.550000,0.996910,-0.001482,0.092455,-0.025960,-0.159617,-0.006115
58.600000,0.996580,-0.001830,0.081448,-0.025103,-0.210212,-0.007775
58.650000,0.996385,-0.001324,0.066939,-0.024911,-0.264712,-0.010074
58.700000,0.994666,-0.001368,0.050722,-0.023860,-0.320234,-0.009787
58.750000,0.992286,-0.000897,0.032539,-0.022550,-0.381757,-0.009923
58.800000,0.988285,-0.000378,0.010580,-0.022938,-0.454305,-0.008363
58.850000,0.983375,-0.000864,-0.018316,-0.025093,-0.519952,-0.006565
58.900000,0.976182,-0.000645,-0.045334,-0.024405,-0.545245,-0.006190
58.950000,0.968131,-0.000245,-0.072765,-0.022513,-0.573097,-0.005183
59.000000,0.959469,-0.000027,-0.101534,-0.021829,-0.611852,-0.004328
59.050000,0.949001,0.000013,-0.133264,-0.023666,-0.660927,-0.002054
59.100000,0.936781,0.000054,-0.166519,-0.023985,-0.709631,-0.001804
59.150000,0.921930,-0.000233,-0.201358,-0.024658,-0.767039,-0.000848
59.200000,0.904495,0.000002,-0.238992,-0.025267,-0.846849,0.001849
59.250000,0.883408,0.000053,-0.278510,-0.027348,-0.942738,0.005271
59.300000,0.857111,-0.000447,-0.319719,-0.031880,-1.023385,0.010576
59.350000,0.825841,-0.003369,-0.353580,-0.035033,-1.102463,0.015348
59.400000,0.792515,-0.003516,-0.397623,-0.038676,-1.193325,0.022324
59.450000,0.755604,-0.003124,-0.442155,-0.038820,-1.256797,0.030956
59.500000,0.718120,-0.002844,-0.485885,-0.037821,-1.287408,0.036284
59.550000,0.679023,-0.002273,-0.529894,-0.036791,-1.292741,0.041656
59.600000,0.639231,-0.001298,-0.572369,-0.031896,-1.286746,0.046365
59.650000,0.600030,-0.001548,-0.610544,-0.023543,-1.268068,0.047367
59.700000,0.566099,-0.002850,-0.655452,-0.007902,-1.208415,0.041285
59.750000,0.526396,-0.002478,-0.693528,-0.006600,-1.175242,0.041084
59.800000,0.487737,-0.002515,-0.730758,-0.006192,-1.136260,0.041301
59.850000,0.448779,-0.001840,-0.764307,-0.006771,-1.085695,0.043469
59.900000,0.409539,-0.001949,-0.794826,-0.006819,-1.029655,0.045736
59.950000,0.371847,-0.001619,-0.823091,-0.007144,-0.974208,0.045635
60.000000,0.335054,-0.001799,-0.849384,-0.008216,-0.911144,0.045878
60.050000,0.299963,-0.002026,-0.871898,-0.007843,-0.836286,0.044754
60.100000,0.265383,-0.001295,-0.887485,-0.005897,-0.767283,0.043309
60.150000,0.233152,-0.001258,-0.904405,-0.006192,-0.739543,0.042726
60.200000,0.201902,-0.001163,-0.920715,-0.007308,-0.710856,0.041823
60.250000,0.171375,-0.001198,-0.935684,-0.007349,-0.672031,0.040602
60.300000,0.142585,-0.000906,-0.948120,-0.005670,-0.622929,0.038697
60.350000,0.115428,-0.000536,-0.958997,-0.004956,-0.574907,0.038305
60.400000,0.090936,-0.000074,-0.968209,-0.004206,-0.518885,0.038218
60.450000,0.069109,-0.000053,-0.974625,-0.003785,-0.439186,0.035289
60.500000,0.050742,0.000224,-0.979396,-0.002035,-0.346260,0.031609
60.550000,0.037899,0.000940,-0.982388,0.002584,-0.265428,0.026770
60.600000,0.029952,0.004034,-0.992963,0.005293,-0.186975,0.022269
60.650000,0.024058,0.004437,-0.993047,0.008735,-0.094310,0.015541
60.700000,0.021464,0.004142,-0.992493,0.009411,-0.028891,0.007070
60.750000,0.019881,0.004005,-0.992729,0.008595,0.006430,0.002205
60.800000,0.019756,0.003848,-0.992615,0.009267,0.020520,-0.003077
60.850000,0.020143,0.003063,-0.993104,0.009710,0.029387,-0.006972
60.900000,0.020176,0.003493,-0.996022,0.009562,0.032339,-0.006898
60.950000,0.014625,0.004756,-0.990698,0.001882,-0.002924,0.000238
61.000000,0.014742,0.004598,-0.990849,0.001154,-0.002639,0.000192
61.050000,0.014587,0.004554,-0.991048,0.001462,-0.002689,-0.000268
61.100000,0.014390,0.004550,-0.991131,0.001683,-0.002790,-0.001099
61.150000,0.014385,0.004592,-0.990860,0.001401,-0.002792,-0.001423
61.200000,0.014418,0.004437,-0.990781,0.001057,-0.002123,-0.001232
61.250000,0.014377,0.004396,-0.990821,0.000917,-0.001789,-0.001367
61.300000,0.014258,0.004395,-0.990824,0.000776,-0.002260,-0.001369
61.350000,0.014135,0.004359,-0.990593,0.000628,-0.002063,-0.001087
61.400000,0.014095,0.004397,-0.990595,0.000393,-0.002012,-0.001224
61.450000,0.013977,0.004395,-0.990637,0.000011,-0.002627,-0.001321
61.500000,0.013899,0.004512,-0.990562,-0.000182,-0.002050,-0.001221
61.550000,0.013975,0.004553,-0.990405,-0.000417,-0.002617,-0.001317
61.600000,0.014011,0.004476,-0.990286,-0.000320,-0.003517,-0.001185
61.650000,0.014124,0.004363,-0.990127,-0.000024,-0.003276,-0.001226
61.700000,0.014285,0.004364,-0.990239,-0.000213,-0.002941,-0.001361
61.750000,0.014245,0.004405,-0.990123,-0.000507,-0.002652,-0.001220
61.800000,0.014324,0.004246,-0.990315,-0.000452,-0.002316,-0.001354
61.850000,0.014196,0.004091,-0.990085,-0.000160,-0.002122,-0.001256
61.900000,0.014077,0.004089,-0.990126,-0.000499,-0.002167,-0.001257
61.950000,0.014075,0.004050,-0.990087,-0.000539,-0.002594,-0.001445
62.000000,0.013962,0.004124,-0.990284,-0.000596,-0.002587,-0.001074
62.050000,0.013634,0.003849,-0.990135,-0.000652,-0.002200,-0.000699
62.100000,0.013552,0.003771,-0.990059,-0.000343,-0.002819,-0.001210
62.150000,0.013433,0.003689,-0.990179,-0.000088,-0.002581,-0.001529
62.200000,0.013314,0.003687,-0.990222,0.000103,-0.002527,-0.001295
62.250000,0.013241,0.003921,-0.990225,0.000256,-0.002426,-0.001336
62.300000,0.013160,0.004120,-0.989918,-0.000144,-0.002367,-0.000780
62.350000,0.013435,0.003927,-0.989987,-0.000201,-0.002641,-0.000271
62.400000,0.013516,0.003968,-0.989984,-0.000053,-0.002967,-0.000131
62.450000,0.013873,0.003893,-0.990051,-0.000152,-0.003387,0.000099
62.500000,0.013958,0.003533,-0.990745,-0.000303,-0.003473,0.000424
